Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Mauritania,4649660,"2021-03-11 00:00:00",17394,0.3700
Mauritania,4649660,"2021-03-12 00:00:00",17410,0.3700
Mauritania,4649660,"2021-03-13 00:00:00",17424,0.3700
Mexico,128932753,"2020-08-08 00:00:00",475902,0.3700
Mexico,128932753,"2020-08-09 00:00:00",480278,0.3700
Moldova,4033963,"2020-06-24 00:00:00",15078,0.3700
Monaco,39244,"2020-08-13 00:00:00",144,0.3700
Monaco,39244,"2020-08-14 00:00:00",146,0.3700
Monaco,39244,"2020-08-15 00:00:00",146,0.3700
Monaco,39244,"2020-08-16 00:00:00",146,0.3700
Monaco,39244,"2020-09-04 00:00:00",147,0.3700
Monaco,39244,"2020-09-05 00:00:00",147,0.3700
Monaco,39244,"2020-09-06 00:00:00",147,0.3700
Jamaica,2961161,"2020-12-01 00:00:00",10810,0.3700
Jamaica,2961161,"2020-12-02 00:00:00",10864,0.3700
Jamaica,2961161,"2020-12-03 00:00:00",10911,0.3700
Jamaica,2961161,"2020-12-04 00:00:00",10987,0.3700
Jamaica,2961161,"2020-12-05 00:00:00",11063,0.3700
Japan,126476458,"2021-03-25 00:00:00",462506,0.3700
Japan,126476458,"2021-03-26 00:00:00",464483,0.3700
Japan,126476458,"2021-03-27 00:00:00",466563,0.3700
Japan,126476458,"2021-03-28 00:00:00",468346,0.3700
Japan,126476458,"2021-03-29 00:00:00",469636,0.3700
Japan,126476458,"2021-03-30 00:00:00",471777,0.3700
Jordan,10203140,"2020-10-18 00:00:00",37573,0.3700
Kazakhstan,18776707,"2020-07-17 00:00:00",68703,0.3700
Kazakhstan,18776707,"2020-07-18 00:00:00",68703,0.3700
Kosovo,1932774,"2020-07-26 00:00:00",7137,0.3700
Kuwait,4270563,"2020-05-18 00:00:00",15691,0.3700
Comoros,869595,"2021-02-09 00:00:00",3179,0.3700
Comoros,869595,"2021-02-10 00:00:00",3209,0.3700
"Costa Rica",5094114,"2020-08-02 00:00:00",18975,0.3700
Croatia,4105268,"2020-09-21 00:00:00",14992,0.3700
Croatia,4105268,"2020-09-22 00:00:00",15136,0.3700
Croatia,4105268,"2020-09-23 00:00:00",15340,0.3700
Cuba,11326616,"2021-02-18 00:00:00",41688,0.3700
Albania,2877800,"2020-09-08 00:00:00",10553,0.3700
Albania,2877800,"2020-09-09 00:00:00",10704,0.3700
Argentina,45195777,"2020-07-27 00:00:00",167416,0.3700
Bolivia,11673029,"2020-07-08 00:00:00",42984,0.3700
"Bosnia and Herzegovina",3280815,"2020-08-02 00:00:00",12296,0.3700
Bulgaria,6948445,"2020-10-13 00:00:00",25774,0.3700
Canada,37742157,"2020-09-12 00:00:00",138164,0.3700
Canada,37742157,"2020-09-13 00:00:00",138640,0.3700
Canada,37742157,"2020-09-14 00:00:00",140098,0.3700
Canada,37742157,"2020-09-15 00:00:00",140900,0.3700
"Cape Verde",555988,"2020-07-19 00:00:00",2045,0.3700
"Cape Verde",555988,"2020-07-20 00:00:00",2071,0.3700
Chile,19116209,"2020-05-22 00:00:00",70445,0.3700
Colombia,50882884,"2020-07-18 00:00:00",190700,0.3700
Austria,9006400,"2020-09-13 00:00:00",33159,0.3700
Austria,9006400,"2020-09-14 00:00:00",33541,0.3700
Azerbaijan,10139175,"2020-09-04 00:00:00",37031,0.3700
Azerbaijan,10139175,"2020-09-05 00:00:00",37192,0.3700
Azerbaijan,10139175,"2020-09-06 00:00:00",37329,0.3700
Azerbaijan,10139175,"2020-09-07 00:00:00",37418,0.3700
Azerbaijan,10139175,"2020-09-08 00:00:00",37557,0.3700
Azerbaijan,10139175,"2020-09-09 00:00:00",37732,0.3700
Azerbaijan,10139175,"2020-09-10 00:00:00",37874,0.3700
Bangladesh,164689383,"2021-03-30 00:00:00",605937,0.3700
Bangladesh,164689383,"2021-03-31 00:00:00",611295,0.3700
Belarus,9449321,"2020-05-23 00:00:00",35244,0.3700
Belgium,11589616,"2020-04-23 00:00:00",42797,0.3700
Belize,397621,"2020-09-12 00:00:00",1458,0.3700
Belize,397621,"2020-09-13 00:00:00",1480,0.3700
Ecuador,17643060,"2020-07-10 00:00:00",65018,0.3700
"El Salvador",6486201,"2020-08-19 00:00:00",23717,0.3700
"El Salvador",6486201,"2020-08-20 00:00:00",23964,0.3700
"El Salvador",6486201,"2020-08-21 00:00:00",24200,0.3700
"Equatorial Guinea",1402985,"2020-11-17 00:00:00",5121,0.3700
"Equatorial Guinea",1402985,"2020-11-18 00:00:00",5121,0.3700
"Equatorial Guinea",1402985,"2020-11-19 00:00:00",5121,0.3700
"Equatorial Guinea",1402985,"2020-11-20 00:00:00",5121,0.3700
"Equatorial Guinea",1402985,"2020-11-21 00:00:00",5130,0.3700
"Equatorial Guinea",1402985,"2020-11-22 00:00:00",5130,0.3700
"Equatorial Guinea",1402985,"2020-11-23 00:00:00",5137,0.3700
"Equatorial Guinea",1402985,"2020-11-24 00:00:00",5137,0.3700
"Equatorial Guinea",1402985,"2020-11-25 00:00:00",5137,0.3700
"Equatorial Guinea",1402985,"2020-11-26 00:00:00",5146,0.3700
"Equatorial Guinea",1402985,"2020-11-27 00:00:00",5146,0.3700
"Equatorial Guinea",1402985,"2020-11-28 00:00:00",5153,0.3700
"Equatorial Guinea",1402985,"2020-11-29 00:00:00",5153,0.3700
"Equatorial Guinea",1402985,"2020-11-30 00:00:00",5153,0.3700
"Equatorial Guinea",1402985,"2020-12-01 00:00:00",5156,0.3700
"Equatorial Guinea",1402985,"2020-12-02 00:00:00",5156,0.3700
"Equatorial Guinea",1402985,"2020-12-03 00:00:00",5159,0.3700
"Equatorial Guinea",1402985,"2020-12-04 00:00:00",5159,0.3700
"Equatorial Guinea",1402985,"2020-12-05 00:00:00",5159,0.3700
"Equatorial Guinea",1402985,"2020-12-06 00:00:00",5159,0.3700
"Equatorial Guinea",1402985,"2020-12-07 00:00:00",5166,0.3700
"Equatorial Guinea",1402985,"2020-12-08 00:00:00",5166,0.3700
"Equatorial Guinea",1402985,"2020-12-09 00:00:00",5183,0.3700
"Equatorial Guinea",1402985,"2020-12-10 00:00:00",5183,0.3700
"Equatorial Guinea",1402985,"2020-12-11 00:00:00",5183,0.3700
"Equatorial Guinea",1402985,"2020-12-12 00:00:00",5185,0.3700
"Equatorial Guinea",1402985,"2020-12-13 00:00:00",5185,0.3700
"Equatorial Guinea",1402985,"2020-12-14 00:00:00",5185,0.3700
"Equatorial Guinea",1402985,"2020-12-15 00:00:00",5195,0.3700
"Equatorial Guinea",1402985,"2020-12-16 00:00:00",5195,0.3700
"Equatorial Guinea",1402985,"2020-12-17 00:00:00",5214,0.3700
"Equatorial Guinea",1402985,"2020-12-18 00:00:00",5214,0.3700
"Equatorial Guinea",1402985,"2020-12-19 00:00:00",5214,0.3700
"Equatorial Guinea",1402985,"2020-12-20 00:00:00",5214,0.3700
"Equatorial Guinea",1402985,"2020-12-21 00:00:00",5231,0.3700
"Equatorial Guinea",1402985,"2020-12-22 00:00:00",5231,0.3700
"Equatorial Guinea",1402985,"2020-12-23 00:00:00",5236,0.3700
"Equatorial Guinea",1402985,"2020-12-24 00:00:00",5236,0.3700
"Equatorial Guinea",1402985,"2020-12-25 00:00:00",5236,0.3700
"Equatorial Guinea",1402985,"2020-12-26 00:00:00",5236,0.3700
"Equatorial Guinea",1402985,"2020-12-27 00:00:00",5248,0.3700
"Equatorial Guinea",1402985,"2020-12-28 00:00:00",5248,0.3700
"Equatorial Guinea",1402985,"2020-12-29 00:00:00",5248,0.3700
Estonia,1326539,"2020-10-31 00:00:00",4905,0.3700
Eswatini,1160164,"2020-08-24 00:00:00",4304,0.3700
Eswatini,1160164,"2020-08-25 00:00:00",4327,0.3700
Europe,748680069,"2020-07-24 00:00:00",2749845,0.3700
Europe,748680069,"2020-07-25 00:00:00",2763551,0.3700
Europe,748680069,"2020-07-26 00:00:00",2776599,0.3700
Europe,748680069,"2020-07-27 00:00:00",2798218,0.3700
"European Union",444919060,"2020-08-15 00:00:00",1625943,0.3700
"European Union",444919060,"2020-08-16 00:00:00",1633893,0.3700
"European Union",444919060,"2020-08-17 00:00:00",1656268,0.3700
Finland,5540718,"2020-11-19 00:00:00",20286,0.3700
Finland,5540718,"2020-11-20 00:00:00",20747,0.3700
France,68147687,"2020-08-13 00:00:00",248858,0.3700
France,68147687,"2020-08-14 00:00:00",251781,0.3700
France,68147687,"2020-08-15 00:00:00",254991,0.3700
Gabon,2225728,"2020-08-14 00:00:00",8225,0.3700
Gabon,2225728,"2020-08-15 00:00:00",8225,0.3700
Gabon,2225728,"2020-08-16 00:00:00",8225,0.3700
Gabon,2225728,"2020-08-17 00:00:00",8270,0.3700
Gabon,2225728,"2020-08-18 00:00:00",8270,0.3700
Gabon,2225728,"2020-08-19 00:00:00",8319,0.3700
Gabon,2225728,"2020-08-20 00:00:00",8319,0.3700
"United Kingdom",67886004,"2020-05-25 00:00:00",248650,0.3700
"United Kingdom",67886004,"2020-05-26 00:00:00",250309,0.3700
"United Kingdom",67886004,"2020-05-27 00:00:00",252118,0.3700
"United Kingdom",67886004,"2020-05-28 00:00:00",253854,0.3700
"United States",331002647,"2020-05-05 00:00:00",1216209,0.3700
"United States",331002647,"2020-05-06 00:00:00",1240769,0.3700
Venezuela,28435943,"2020-12-04 00:00:00",103877,0.3700
Venezuela,28435943,"2020-12-05 00:00:00",104177,0.3700
Venezuela,28435943,"2020-12-06 00:00:00",104442,0.3700
Venezuela,28435943,"2020-12-07 00:00:00",104904,0.3700
Venezuela,28435943,"2020-12-08 00:00:00",105384,0.3700
Venezuela,28435943,"2020-12-09 00:00:00",105852,0.3700
Venezuela,28435943,"2020-12-10 00:00:00",106280,0.3700
"Saudi Arabia",34813867,"2020-06-14 00:00:00",127541,0.3700
Serbia,6804596,"2020-07-29 00:00:00",24892,0.3700
Serbia,6804596,"2020-07-30 00:00:00",25213,0.3700
"Trinidad and Tobago",1399491,"2020-10-12 00:00:00",5116,0.3700
"Trinidad and Tobago",1399491,"2020-10-13 00:00:00",5127,0.3700
"Trinidad and Tobago",1399491,"2020-10-14 00:00:00",5154,0.3700
"Trinidad and Tobago",1399491,"2020-10-15 00:00:00",5194,0.3700
"Trinidad and Tobago",1399491,"2020-10-16 00:00:00",5241,0.3700
Turkey,84339067,"2020-09-23 00:00:00",308069,0.3700
Turkey,84339067,"2020-09-24 00:00:00",309790,0.3700
Turkey,84339067,"2020-09-25 00:00:00",311455,0.3700
Turkey,84339067,"2020-09-26 00:00:00",312966,0.3700
Turkey,84339067,"2020-09-27 00:00:00",314433,0.3700
Turkey,84339067,"2020-09-28 00:00:00",315845,0.3700
Ukraine,43733759,"2020-09-14 00:00:00",160679,0.3700
Ukraine,43733759,"2020-09-15 00:00:00",163678,0.3700
"United Arab Emirates",9890400,"2020-06-03 00:00:00",36359,0.3700
"United Arab Emirates",9890400,"2020-06-04 00:00:00",37018,0.3700
Singapore,5850343,"2020-05-08 00:00:00",21707,0.3700
Slovakia,5459643,"2020-10-12 00:00:00",20355,0.3700
"South America",430759772,"2020-06-17 00:00:00",1584661,0.3700
Zambia,18383956,"2021-02-12 00:00:00",67681,0.3700
Zambia,18383956,"2021-02-13 00:00:00",68454,0.3700
Spain,46754783,"2020-04-14 00:00:00",172541,0.3700
"Sri Lanka",21413250,"2021-02-18 00:00:00",78420,0.3700
"Sri Lanka",21413250,"2021-02-19 00:00:00",78937,0.3700
"Sri Lanka",21413250,"2021-02-20 00:00:00",79480,0.3700
"Sri Lanka",21413250,"2021-02-21 00:00:00",79999,0.3700
Sweden,10099270,"2020-05-28 00:00:00",37191,0.3700
Switzerland,8654618,"2020-06-28 00:00:00",31617,0.3700
Switzerland,8654618,"2020-06-29 00:00:00",31652,0.3700
Switzerland,8654618,"2020-06-30 00:00:00",31714,0.3700
Switzerland,8654618,"2020-07-01 00:00:00",31851,0.3700
Switzerland,8654618,"2020-07-02 00:00:00",31967,0.3700
Switzerland,8654618,"2020-07-03 00:00:00",32101,0.3700
Switzerland,8654618,"2020-07-04 00:00:00",32198,0.3700
Switzerland,8654618,"2020-07-05 00:00:00",32268,0.3700
Switzerland,8654618,"2020-07-06 00:00:00",32315,0.3700
Switzerland,8654618,"2020-07-07 00:00:00",32369,0.3700
Paraguay,7132530,"2020-09-11 00:00:00",26512,0.3700
Philippines,109581085,"2020-11-11 00:00:00",401416,0.3700
Philippines,109581085,"2020-11-12 00:00:00",402820,0.3700
Philippines,109581085,"2020-11-13 00:00:00",404713,0.3700
Philippines,109581085,"2020-11-14 00:00:00",406337,0.3700
Philippines,109581085,"2020-11-15 00:00:00",407838,0.3700
Philippines,109581085,"2020-11-16 00:00:00",409574,0.3700
Philippines,109581085,"2020-11-17 00:00:00",410718,0.3700
Poland,37846605,"2020-10-14 00:00:00",141804,0.3700
Portugal,10196707,"2020-06-16 00:00:00",37336,0.3700
Portugal,10196707,"2020-06-17 00:00:00",37672,0.3700
Portugal,10196707,"2020-06-18 00:00:00",38089,0.3700
Romania,19237682,"2020-08-16 00:00:00",70461,0.3700
Romania,19237682,"2020-08-17 00:00:00",71194,0.3700
Russia,145934460,"2020-06-15 00:00:00",536484,0.3700
Russia,145934460,"2020-06-16 00:00:00",544725,0.3700
Paraguay,7132530,"2020-09-10 00:00:00",25631,0.3600
Peru,32971846,"2020-05-24 00:00:00",119959,0.3600
Philippines,109581085,"2020-11-05 00:00:00",389725,0.3600
Philippines,109581085,"2020-11-06 00:00:00",391809,0.3600
Philippines,109581085,"2020-11-07 00:00:00",393961,0.3600
Philippines,109581085,"2020-11-08 00:00:00",396395,0.3600
Philippines,109581085,"2020-11-09 00:00:00",398449,0.3600
Philippines,109581085,"2020-11-10 00:00:00",399749,0.3600
Poland,37846605,"2020-10-13 00:00:00",135278,0.3600
Portugal,10196707,"2020-06-13 00:00:00",36463,0.3600
Portugal,10196707,"2020-06-14 00:00:00",36690,0.3600
Portugal,10196707,"2020-06-15 00:00:00",37036,0.3600
Qatar,2881060,"2020-04-26 00:00:00",10287,0.3600
Romania,19237682,"2020-08-15 00:00:00",69374,0.3600
Russia,145934460,"2020-06-13 00:00:00",519458,0.3600
Russia,145934460,"2020-06-14 00:00:00",528267,0.3600
"Trinidad and Tobago",1399491,"2020-10-09 00:00:00",5021,0.3600
"Trinidad and Tobago",1399491,"2020-10-10 00:00:00",5043,0.3600
"Trinidad and Tobago",1399491,"2020-10-11 00:00:00",5043,0.3600
Tunisia,11818618,"2020-10-19 00:00:00",42727,0.3600
Turkey,84339067,"2020-09-18 00:00:00",299810,0.3600
Turkey,84339067,"2020-09-19 00:00:00",301348,0.3600
Turkey,84339067,"2020-09-20 00:00:00",302867,0.3600
Turkey,84339067,"2020-09-21 00:00:00",304610,0.3600
Turkey,84339067,"2020-09-22 00:00:00",306302,0.3600
Ukraine,43733759,"2020-09-12 00:00:00",155558,0.3600
Ukraine,43733759,"2020-09-13 00:00:00",158122,0.3600
"United Arab Emirates",9890400,"2020-06-01 00:00:00",35192,0.3600
"United Arab Emirates",9890400,"2020-06-02 00:00:00",35788,0.3600
"United Kingdom",67886004,"2020-05-21 00:00:00",242133,0.3600
"United Kingdom",67886004,"2020-05-22 00:00:00",244174,0.3600
"United Kingdom",67886004,"2020-05-23 00:00:00",245682,0.3600
"United Kingdom",67886004,"2020-05-24 00:00:00",247037,0.3600
"United States",331002647,"2020-05-04 00:00:00",1191678,0.3600
Uruguay,3473727,"2020-12-19 00:00:00",12557,0.3600
Venezuela,28435943,"2020-11-26 00:00:00",101215,0.3600
Venezuela,28435943,"2020-11-27 00:00:00",101524,0.3600
Venezuela,28435943,"2020-11-28 00:00:00",101760,0.3600
Venezuela,28435943,"2020-11-29 00:00:00",102040,0.3600
Venezuela,28435943,"2020-11-30 00:00:00",102394,0.3600
Venezuela,28435943,"2020-12-01 00:00:00",102621,0.3600
Venezuela,28435943,"2020-12-02 00:00:00",103067,0.3600
Venezuela,28435943,"2020-12-03 00:00:00",103548,0.3600
"Saint Lucia",183629,"2021-01-19 00:00:00",656,0.3600
Serbia,6804596,"2020-07-28 00:00:00",24520,0.3600
Spain,46754783,"2020-04-12 00:00:00",166831,0.3600
Spain,46754783,"2020-04-13 00:00:00",170099,0.3600
"Sri Lanka",21413250,"2021-02-15 00:00:00",76428,0.3600
"Sri Lanka",21413250,"2021-02-16 00:00:00",77184,0.3600
"Sri Lanka",21413250,"2021-02-17 00:00:00",77906,0.3600
Suriname,586634,"2020-08-06 00:00:00",2096,0.3600
Sweden,10099270,"2020-05-27 00:00:00",36417,0.3600
Switzerland,8654618,"2020-05-23 00:00:00",30725,0.3600
Switzerland,8654618,"2020-05-24 00:00:00",30736,0.3600
Switzerland,8654618,"2020-05-25 00:00:00",30746,0.3600
Switzerland,8654618,"2020-05-26 00:00:00",30761,0.3600
Switzerland,8654618,"2020-05-27 00:00:00",30776,0.3600
Switzerland,8654618,"2020-05-28 00:00:00",30796,0.3600
Switzerland,8654618,"2020-05-29 00:00:00",30828,0.3600
Switzerland,8654618,"2020-05-30 00:00:00",30845,0.3600
Switzerland,8654618,"2020-05-31 00:00:00",30862,0.3600
Switzerland,8654618,"2020-06-01 00:00:00",30871,0.3600
Switzerland,8654618,"2020-06-02 00:00:00",30874,0.3600
Switzerland,8654618,"2020-06-03 00:00:00",30893,0.3600
Switzerland,8654618,"2020-06-04 00:00:00",30913,0.3600
Switzerland,8654618,"2020-06-05 00:00:00",30936,0.3600
Switzerland,8654618,"2020-06-06 00:00:00",30956,0.3600
Switzerland,8654618,"2020-06-07 00:00:00",30965,0.3600
Switzerland,8654618,"2020-06-08 00:00:00",30972,0.3600
Switzerland,8654618,"2020-06-09 00:00:00",30988,0.3600
Switzerland,8654618,"2020-06-10 00:00:00",31011,0.3600
Switzerland,8654618,"2020-06-11 00:00:00",31044,0.3600
Switzerland,8654618,"2020-06-12 00:00:00",31063,0.3600
Switzerland,8654618,"2020-06-13 00:00:00",31094,0.3600
Switzerland,8654618,"2020-06-14 00:00:00",31117,0.3600
Switzerland,8654618,"2020-06-15 00:00:00",31131,0.3600
Switzerland,8654618,"2020-06-16 00:00:00",31154,0.3600
Switzerland,8654618,"2020-06-17 00:00:00",31187,0.3600
Switzerland,8654618,"2020-06-18 00:00:00",31200,0.3600
Switzerland,8654618,"2020-06-19 00:00:00",31235,0.3600
Switzerland,8654618,"2020-06-20 00:00:00",31243,0.3600
Switzerland,8654618,"2020-06-21 00:00:00",31292,0.3600
Switzerland,8654618,"2020-06-22 00:00:00",31310,0.3600
Switzerland,8654618,"2020-06-23 00:00:00",31332,0.3600
Switzerland,8654618,"2020-06-24 00:00:00",31376,0.3600
Switzerland,8654618,"2020-06-25 00:00:00",31428,0.3600
Switzerland,8654618,"2020-06-26 00:00:00",31486,0.3600
Switzerland,8654618,"2020-06-27 00:00:00",31555,0.3600
Seychelles,98340,"2021-01-05 00:00:00",354,0.3600
Singapore,5850343,"2020-05-07 00:00:00",20939,0.3600
Slovakia,5459643,"2020-10-11 00:00:00",19851,0.3600
Slovenia,2078932,"2020-10-08 00:00:00",7507,0.3600
"South Africa",59308690,"2020-07-07 00:00:00",215855,0.3600
"South America",430759772,"2020-06-16 00:00:00",1541698,0.3600
Zambia,18383956,"2021-02-10 00:00:00",65573,0.3600
Zambia,18383956,"2021-02-11 00:00:00",66598,0.3600
Jamaica,2961161,"2020-11-26 00:00:00",10541,0.3600
Jamaica,2961161,"2020-11-27 00:00:00",10600,0.3600
Jamaica,2961161,"2020-11-28 00:00:00",10669,0.3600
Jamaica,2961161,"2020-11-29 00:00:00",10709,0.3600
Jamaica,2961161,"2020-11-30 00:00:00",10763,0.3600
Japan,126476458,"2021-03-16 00:00:00",449142,0.3600
Japan,126476458,"2021-03-17 00:00:00",450687,0.3600
Japan,126476458,"2021-03-18 00:00:00",452147,0.3600
Japan,126476458,"2021-03-19 00:00:00",453616,0.3600
Japan,126476458,"2021-03-20 00:00:00",455212,0.3600
Japan,126476458,"2021-03-21 00:00:00",456318,0.3600
Japan,126476458,"2021-03-22 00:00:00",457104,0.3600
Japan,126476458,"2021-03-23 00:00:00",458621,0.3600
Japan,126476458,"2021-03-24 00:00:00",460595,0.3600
Kazakhstan,18776707,"2020-07-16 00:00:00",66895,0.3600
Kosovo,1932774,"2020-07-25 00:00:00",6917,0.3600
Latvia,1886202,"2020-11-04 00:00:00",6752,0.3600
Lebanon,6825442,"2020-09-13 00:00:00",24310,0.3600
Lesotho,2142252,"2021-01-23 00:00:00",7656,0.3600
Lesotho,2142252,"2021-01-24 00:00:00",7656,0.3600
Libya,6871287,"2020-09-16 00:00:00",24936,0.3600
Liechtenstein,38137,"2020-10-09 00:00:00",139,0.3600
"North America",592072204,"2020-06-03 00:00:00",2107848,0.3600
"North America",592072204,"2020-06-04 00:00:00",2136262,0.3600
"North Macedonia",2083380,"2020-07-08 00:00:00",7406,0.3600
"North Macedonia",2083380,"2020-07-09 00:00:00",7572,0.3600
Norway,5421242,"2020-10-29 00:00:00",19564,0.3600
Oman,5106622,"2020-06-09 00:00:00",18198,0.3600
Pakistan,220892331,"2021-04-24 00:00:00",790016,0.3600
Pakistan,220892331,"2021-04-25 00:00:00",800452,0.3600
Pakistan,220892331,"2021-04-26 00:00:00",804939,0.3600
Palestine,5101416,"2020-08-21 00:00:00",18313,0.3600
Palestine,5101416,"2020-08-22 00:00:00",18476,0.3600
Panama,4314768,"2020-06-05 00:00:00",15463,0.3600
Hungary,9660350,"2020-10-09 00:00:00",35222,0.3600
Iceland,341250,"2020-04-01 00:00:00",1220,0.3600
India,1380004385,"2020-09-14 00:00:00",4930236,0.3600
India,1380004385,"2020-09-15 00:00:00",5020359,0.3600
Indonesia,273523621,"2021-01-23 00:00:00",977474,0.3600
Indonesia,273523621,"2021-01-24 00:00:00",989262,0.3600
Iran,83992953,"2020-07-29 00:00:00",298909,0.3600
Iran,83992953,"2020-07-30 00:00:00",301530,0.3600
Iran,83992953,"2020-07-31 00:00:00",304204,0.3600
Iraq,40222503,"2020-08-07 00:00:00",144064,0.3600
Ireland,4937796,"2020-04-23 00:00:00",17607,0.3600
Israel,8655541,"2020-07-06 00:00:00",31281,0.3600
Italy,60461828,"2020-05-07 00:00:00",215858,0.3600
Italy,60461828,"2020-05-08 00:00:00",217185,0.3600
Italy,60461828,"2020-05-09 00:00:00",218268,0.3600
Italy,60461828,"2020-05-10 00:00:00",219070,0.3600
Italy,60461828,"2020-05-11 00:00:00",219814,0.3600
Malaysia,32365998,"2021-01-01 00:00:00",115078,0.3600
Malaysia,32365998,"2021-01-02 00:00:00",117373,0.3600
Maldives,540542,"2020-06-09 00:00:00",1942,0.3600
Maldives,540542,"2020-06-10 00:00:00",1962,0.3600
Malta,441539,"2020-08-22 00:00:00",1577,0.3600
Mauritania,4649660,"2021-01-28 00:00:00",16543,0.3600
Mauritania,4649660,"2021-01-29 00:00:00",16576,0.3600
Mauritania,4649660,"2021-01-30 00:00:00",16608,0.3600
Mauritania,4649660,"2021-01-31 00:00:00",16635,0.3600
Mauritania,4649660,"2021-02-01 00:00:00",16662,0.3600
Mauritania,4649660,"2021-02-02 00:00:00",16689,0.3600
Mauritania,4649660,"2021-02-03 00:00:00",16720,0.3600
Mauritania,4649660,"2021-02-04 00:00:00",16740,0.3600
Mauritania,4649660,"2021-02-05 00:00:00",16777,0.3600
Mauritania,4649660,"2021-02-06 00:00:00",16792,0.3600
Mauritania,4649660,"2021-02-07 00:00:00",16807,0.3600
Mauritania,4649660,"2021-02-08 00:00:00",16827,0.3600
Mauritania,4649660,"2021-02-09 00:00:00",16868,0.3600
Mauritania,4649660,"2021-02-10 00:00:00",16902,0.3600
Mauritania,4649660,"2021-02-11 00:00:00",16925,0.3600
Mauritania,4649660,"2021-02-12 00:00:00",16954,0.3600
Mauritania,4649660,"2021-02-13 00:00:00",16965,0.3600
Mexico,128932753,"2020-08-06 00:00:00",462690,0.3600
Mexico,128932753,"2020-08-07 00:00:00",469407,0.3600
Moldova,4033963,"2020-06-22 00:00:00",14363,0.3600
Moldova,4033963,"2020-06-23 00:00:00",14714,0.3600
Monaco,39244,"2020-08-12 00:00:00",141,0.3600
Monaco,39244,"2020-09-02 00:00:00",142,0.3600
Monaco,39244,"2020-09-03 00:00:00",143,0.3600
Mongolia,3278292,"2021-04-05 00:00:00",11651,0.3600
Mongolia,3278292,"2021-04-06 00:00:00",11651,0.3600
Morocco,36910558,"2020-10-03 00:00:00",131228,0.3600
Morocco,36910558,"2020-10-04 00:00:00",133272,0.3600
Morocco,36910558,"2020-10-05 00:00:00",134695,0.3600
Namibia,2540916,"2020-09-09 00:00:00",9108,0.3600
Namibia,2540916,"2020-09-10 00:00:00",9256,0.3600
Nepal,29136808,"2020-10-10 00:00:00",105684,0.3600
Netherlands,17134873,"2020-08-12 00:00:00",61718,0.3600
Netherlands,17134873,"2020-08-13 00:00:00",62406,0.3600
Germany,83783945,"2020-10-02 00:00:00",298374,0.3600
Germany,83783945,"2020-10-03 00:00:00",300027,0.3600
Germany,83783945,"2020-10-04 00:00:00",301573,0.3600
Germany,83783945,"2020-10-05 00:00:00",304673,0.3600
Greece,10423056,"2020-10-30 00:00:00",37196,0.3600
Guatemala,17915567,"2020-08-18 00:00:00",63847,0.3600
Guatemala,17915567,"2020-08-19 00:00:00",64881,0.3600
Guyana,786559,"2020-09-29 00:00:00",2846,0.3600
Honduras,9904608,"2020-07-21 00:00:00",35345,0.3600
Honduras,9904608,"2020-07-22 00:00:00",36102,0.3600
Europe,748680069,"2020-07-19 00:00:00",2666347,0.3600
Europe,748680069,"2020-07-20 00:00:00",2684349,0.3600
Europe,748680069,"2020-07-21 00:00:00",2698726,0.3600
Europe,748680069,"2020-07-22 00:00:00",2714681,0.3600
Europe,748680069,"2020-07-23 00:00:00",2732234,0.3600
"European Union",444919060,"2020-08-12 00:00:00",1581145,0.3600
"European Union",444919060,"2020-08-13 00:00:00",1598950,0.3600
"European Union",444919060,"2020-08-14 00:00:00",1615785,0.3600
Finland,5540718,"2020-11-18 00:00:00",19935,0.3600
France,68147687,"2020-08-10 00:00:00",242168,0.3600
France,68147687,"2020-08-11 00:00:00",243582,0.3600
France,68147687,"2020-08-12 00:00:00",246180,0.3600
Gabon,2225728,"2020-08-07 00:00:00",7923,0.3600
Gabon,2225728,"2020-08-08 00:00:00",7923,0.3600
Gabon,2225728,"2020-08-09 00:00:00",7923,0.3600
Gabon,2225728,"2020-08-10 00:00:00",8006,0.3600
Gabon,2225728,"2020-08-11 00:00:00",8006,0.3600
Gabon,2225728,"2020-08-12 00:00:00",8077,0.3600
Gabon,2225728,"2020-08-13 00:00:00",8077,0.3600
Georgia,3989175,"2020-10-15 00:00:00",14440,0.3600
Bolivia,11673029,"2020-07-07 00:00:00",41545,0.3600
"Bosnia and Herzegovina",3280815,"2020-07-31 00:00:00",11876,0.3600
"Bosnia and Herzegovina",3280815,"2020-08-01 00:00:00",11876,0.3600
Brazil,212559409,"2020-06-10 00:00:00",772416,0.3600
Bulgaria,6948445,"2020-10-12 00:00:00",24989,0.3600
Comoros,869595,"2021-02-08 00:00:00",3088,0.3600
"Costa Rica",5094114,"2020-08-01 00:00:00",18187,0.3600
Croatia,4105268,"2020-09-19 00:00:00",14725,0.3600
Croatia,4105268,"2020-09-20 00:00:00",14922,0.3600
Cuba,11326616,"2021-02-17 00:00:00",40765,0.3600
Cyprus,875899,"2020-10-22 00:00:00",3154,0.3600
Czechia,10708982,"2020-09-15 00:00:00",38896,0.3600
Denmark,5792203,"2020-09-14 00:00:00",20674,0.3600
Denmark,5792203,"2020-09-15 00:00:00",21013,0.3600
Denmark,5792203,"2020-09-16 00:00:00",21013,0.3600
Djibouti,988002,"2020-06-01 00:00:00",3569,0.3600
