Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Andorra,77265,"2021-04-30 00:00:00",13232,17.1300
Andorra,77265,"2021-04-29 00:00:00",13198,17.0800
Andorra,77265,"2021-04-28 00:00:00",13148,17.0200
Andorra,77265,"2021-04-27 00:00:00",13121,16.9800
Andorra,77265,"2021-04-26 00:00:00",13083,16.9300
Andorra,77265,"2021-04-25 00:00:00",13060,16.9000
Andorra,77265,"2021-04-24 00:00:00",13024,16.8600
Andorra,77265,"2021-04-23 00:00:00",13007,16.8300
Andorra,77265,"2021-04-22 00:00:00",12942,16.7500
Andorra,77265,"2021-04-21 00:00:00",12917,16.7200
Andorra,77265,"2021-04-20 00:00:00",12874,16.6600
Andorra,77265,"2021-04-18 00:00:00",12805,16.5700
Andorra,77265,"2021-04-19 00:00:00",12805,16.5700
Andorra,77265,"2021-04-17 00:00:00",12771,16.5300
Andorra,77265,"2021-04-16 00:00:00",12712,16.4500
Andorra,77265,"2021-04-14 00:00:00",12641,16.3600
Andorra,77265,"2021-04-15 00:00:00",12641,16.3600
Andorra,77265,"2021-04-13 00:00:00",12614,16.3300
Andorra,77265,"2021-04-12 00:00:00",12581,16.2800
Andorra,77265,"2021-04-11 00:00:00",12545,16.2400
Andorra,77265,"2021-04-10 00:00:00",12497,16.1700
Andorra,77265,"2021-04-09 00:00:00",12456,16.1200
Andorra,77265,"2021-04-08 00:00:00",12409,16.0600
Andorra,77265,"2021-04-07 00:00:00",12363,16.0000
Andorra,77265,"2021-04-06 00:00:00",12328,15.9600
Andorra,77265,"2021-04-05 00:00:00",12286,15.9000
Andorra,77265,"2021-04-04 00:00:00",12231,15.8300
Andorra,77265,"2021-04-03 00:00:00",12174,15.7600
Andorra,77265,"2021-04-02 00:00:00",12115,15.6800
Andorra,77265,"2021-04-01 00:00:00",12053,15.6000
Andorra,77265,"2021-03-31 00:00:00",12010,15.5400
Montenegro,628062,"2021-04-30 00:00:00",97389,15.5100
Montenegro,628062,"2021-04-29 00:00:00",97257,15.4900
Montenegro,628062,"2021-04-28 00:00:00",97080,15.4600
Andorra,77265,"2021-03-30 00:00:00",11944,15.4600
Montenegro,628062,"2021-04-27 00:00:00",96930,15.4300
Montenegro,628062,"2021-04-26 00:00:00",96779,15.4100
Montenegro,628062,"2021-04-25 00:00:00",96660,15.3900
Andorra,77265,"2021-03-29 00:00:00",11888,15.3900
Montenegro,628062,"2021-04-24 00:00:00",96499,15.3600
Montenegro,628062,"2021-04-23 00:00:00",96348,15.3400
Andorra,77265,"2021-03-28 00:00:00",11850,15.3400
Montenegro,628062,"2021-04-22 00:00:00",96187,15.3100
Montenegro,628062,"2021-04-21 00:00:00",96048,15.2900
Andorra,77265,"2021-03-27 00:00:00",11809,15.2800
Montenegro,628062,"2021-04-20 00:00:00",95894,15.2700
Montenegro,628062,"2021-04-19 00:00:00",95695,15.2400
Czechia,10708982,"2021-04-30 00:00:00",1630758,15.2300
Czechia,10708982,"2021-04-29 00:00:00",1628536,15.2100
Montenegro,628062,"2021-04-18 00:00:00",95551,15.2100
Montenegro,628062,"2021-04-17 00:00:00",95377,15.1900
Czechia,10708982,"2021-04-28 00:00:00",1626033,15.1800
Andorra,77265,"2021-03-26 00:00:00",11732,15.1800
Montenegro,628062,"2021-04-16 00:00:00",95205,15.1600
Czechia,10708982,"2021-04-27 00:00:00",1622777,15.1500
Czechia,10708982,"2021-04-26 00:00:00",1620206,15.1300
Andorra,77265,"2021-03-25 00:00:00",11687,15.1300
Montenegro,628062,"2021-04-15 00:00:00",95042,15.1300
Czechia,10708982,"2021-04-25 00:00:00",1619383,15.1200
Czechia,10708982,"2021-04-24 00:00:00",1618068,15.1100
Montenegro,628062,"2021-04-14 00:00:00",94859,15.1000
Czechia,10708982,"2021-04-23 00:00:00",1615461,15.0900
Montenegro,628062,"2021-04-13 00:00:00",94643,15.0700
Czechia,10708982,"2021-04-22 00:00:00",1612832,15.0600
Andorra,77265,"2021-03-24 00:00:00",11638,15.0600
Czechia,10708982,"2021-04-21 00:00:00",1609861,15.0300
Montenegro,628062,"2021-04-12 00:00:00",94419,15.0300
Montenegro,628062,"2021-04-11 00:00:00",94269,15.0100
Czechia,10708982,"2021-04-20 00:00:00",1606030,15.0000
Andorra,77265,"2021-03-23 00:00:00",11591,15.0000
Czechia,10708982,"2021-04-19 00:00:00",1602711,14.9700
Montenegro,628062,"2021-04-10 00:00:00",94035,14.9700
Czechia,10708982,"2021-04-18 00:00:00",1601881,14.9600
Czechia,10708982,"2021-04-17 00:00:00",1600341,14.9400
Andorra,77265,"2021-03-22 00:00:00",11545,14.9400
Montenegro,628062,"2021-04-09 00:00:00",93803,14.9400
"San Marino",33938,"2021-04-30 00:00:00",5066,14.9300
"San Marino",33938,"2021-04-28 00:00:00",5059,14.9100
"San Marino",33938,"2021-04-29 00:00:00",5060,14.9100
Andorra,77265,"2021-03-21 00:00:00",11517,14.9100
Czechia,10708982,"2021-04-16 00:00:00",1597103,14.9100
"San Marino",33938,"2021-04-27 00:00:00",5058,14.9000
Montenegro,628062,"2021-04-08 00:00:00",93566,14.9000
"San Marino",33938,"2021-04-26 00:00:00",5055,14.8900
Czechia,10708982,"2021-04-15 00:00:00",1593847,14.8800
"San Marino",33938,"2021-04-22 00:00:00",5045,14.8700
"San Marino",33938,"2021-04-23 00:00:00",5047,14.8700
"San Marino",33938,"2021-04-24 00:00:00",5047,14.8700
"San Marino",33938,"2021-04-25 00:00:00",5047,14.8700
"San Marino",33938,"2021-04-21 00:00:00",5044,14.8600
Andorra,77265,"2021-03-20 00:00:00",11481,14.8600
Montenegro,628062,"2021-04-07 00:00:00",93309,14.8600
"San Marino",33938,"2021-04-20 00:00:00",5040,14.8500
Czechia,10708982,"2021-04-14 00:00:00",1590124,14.8500
"San Marino",33938,"2021-04-19 00:00:00",5030,14.8200
"San Marino",33938,"2021-04-17 00:00:00",5026,14.8100
"San Marino",33938,"2021-04-18 00:00:00",5026,14.8100
Montenegro,628062,"2021-04-06 00:00:00",93030,14.8100
Czechia,10708982,"2021-04-13 00:00:00",1585037,14.8000
Andorra,77265,"2021-03-19 00:00:00",11431,14.7900
"San Marino",33938,"2021-04-16 00:00:00",5016,14.7800
Czechia,10708982,"2021-04-12 00:00:00",1581184,14.7700
Montenegro,628062,"2021-04-05 00:00:00",92740,14.7700
"San Marino",33938,"2021-04-15 00:00:00",5010,14.7600
Czechia,10708982,"2021-04-11 00:00:00",1580189,14.7600
Andorra,77265,"2021-03-18 00:00:00",11393,14.7500
Czechia,10708982,"2021-04-10 00:00:00",1577972,14.7400
"San Marino",33938,"2021-04-14 00:00:00",5004,14.7400
Montenegro,628062,"2021-04-04 00:00:00",92519,14.7300
Andorra,77265,"2021-03-17 00:00:00",11360,14.7000
Czechia,10708982,"2021-04-09 00:00:00",1573153,14.6900
"San Marino",33938,"2021-04-13 00:00:00",4985,14.6900
Montenegro,628062,"2021-04-03 00:00:00",92222,14.6800
Andorra,77265,"2021-03-16 00:00:00",11319,14.6500
Czechia,10708982,"2021-04-08 00:00:00",1567848,14.6400
Montenegro,628062,"2021-04-02 00:00:00",91906,14.6300
"San Marino",33938,"2021-04-12 00:00:00",4962,14.6200
Andorra,77265,"2021-03-15 00:00:00",11289,14.6100
"San Marino",33938,"2021-04-10 00:00:00",4956,14.6000
"San Marino",33938,"2021-04-11 00:00:00",4956,14.6000
Andorra,77265,"2021-03-14 00:00:00",11266,14.5800
Montenegro,628062,"2021-04-01 00:00:00",91573,14.5800
"San Marino",33938,"2021-04-09 00:00:00",4944,14.5700
Czechia,10708982,"2021-04-07 00:00:00",1560777,14.5700
Andorra,77265,"2021-03-13 00:00:00",11228,14.5300
"San Marino",33938,"2021-04-08 00:00:00",4932,14.5300
Montenegro,628062,"2021-03-31 00:00:00",91218,14.5200
Czechia,10708982,"2021-04-06 00:00:00",1555245,14.5200
Czechia,10708982,"2021-04-05 00:00:00",1553820,14.5100
Czechia,10708982,"2021-04-04 00:00:00",1551896,14.4900
Andorra,77265,"2021-03-12 00:00:00",11199,14.4900
Czechia,10708982,"2021-04-03 00:00:00",1549734,14.4700
Montenegro,628062,"2021-03-30 00:00:00",90832,14.4600
"San Marino",33938,"2021-04-07 00:00:00",4904,14.4500
Czechia,10708982,"2021-04-02 00:00:00",1545865,14.4400
Andorra,77265,"2021-03-10 00:00:00",11130,14.4000
Andorra,77265,"2021-03-11 00:00:00",11130,14.4000
Montenegro,628062,"2021-03-29 00:00:00",90418,14.4000
Czechia,10708982,"2021-04-01 00:00:00",1539617,14.3800
Andorra,77265,"2021-03-09 00:00:00",11089,14.3500
Montenegro,628062,"2021-03-28 00:00:00",90083,14.3400
Andorra,77265,"2021-03-08 00:00:00",11069,14.3300
"San Marino",33938,"2021-04-06 00:00:00",4864,14.3300
Czechia,10708982,"2021-03-31 00:00:00",1532332,14.3100
Andorra,77265,"2021-03-07 00:00:00",11042,14.2900
Montenegro,628062,"2021-03-27 00:00:00",89732,14.2900
Andorra,77265,"2021-03-06 00:00:00",11019,14.2600
Andorra,77265,"2021-03-05 00:00:00",10998,14.2300
Czechia,10708982,"2021-03-30 00:00:00",1523668,14.2300
Montenegro,628062,"2021-03-26 00:00:00",89363,14.2300
Andorra,77265,"2021-03-04 00:00:00",10976,14.2100
Andorra,77265,"2021-03-03 00:00:00",10948,14.1700
Montenegro,628062,"2021-03-25 00:00:00",88991,14.1700
Czechia,10708982,"2021-03-29 00:00:00",1516772,14.1600
Czechia,10708982,"2021-03-28 00:00:00",1515029,14.1500
Andorra,77265,"2021-03-02 00:00:00",10908,14.1200
Czechia,10708982,"2021-03-27 00:00:00",1511021,14.1100
Montenegro,628062,"2021-03-24 00:00:00",88550,14.1000
Andorra,77265,"2021-03-01 00:00:00",10889,14.0900
"San Marino",33938,"2021-04-02 00:00:00",4775,14.0700
"San Marino",33938,"2021-04-03 00:00:00",4775,14.0700
"San Marino",33938,"2021-04-04 00:00:00",4775,14.0700
"San Marino",33938,"2021-04-05 00:00:00",4775,14.0700
Andorra,77265,"2021-02-28 00:00:00",10866,14.0600
Andorra,77265,"2021-02-27 00:00:00",10849,14.0400
Czechia,10708982,"2021-03-26 00:00:00",1503307,14.0400
Montenegro,628062,"2021-03-23 00:00:00",88116,14.0300
Andorra,77265,"2021-02-26 00:00:00",10822,14.0100
Andorra,77265,"2021-02-25 00:00:00",10799,13.9800
Czechia,10708982,"2021-03-25 00:00:00",1495361,13.9600
Andorra,77265,"2021-02-24 00:00:00",10775,13.9500
Montenegro,628062,"2021-03-22 00:00:00",87638,13.9500
"San Marino",33938,"2021-03-31 00:00:00",4730,13.9400
"San Marino",33938,"2021-04-01 00:00:00",4730,13.9400
Andorra,77265,"2021-02-23 00:00:00",10739,13.9000
Montenegro,628062,"2021-03-21 00:00:00",87212,13.8900
Czechia,10708982,"2021-03-24 00:00:00",1486510,13.8800
Andorra,77265,"2021-02-22 00:00:00",10712,13.8600
Andorra,77265,"2021-02-21 00:00:00",10699,13.8500
Montenegro,628062,"2021-03-20 00:00:00",86782,13.8200
Andorra,77265,"2021-02-20 00:00:00",10672,13.8100
Andorra,77265,"2021-02-19 00:00:00",10645,13.7800
Czechia,10708982,"2021-03-23 00:00:00",1475538,13.7800
"San Marino",33938,"2021-03-30 00:00:00",4678,13.7800
Montenegro,628062,"2021-03-19 00:00:00",86282,13.7400
Andorra,77265,"2021-02-18 00:00:00",10610,13.7300
Czechia,10708982,"2021-03-21 00:00:00",1469547,13.7200
Czechia,10708982,"2021-03-22 00:00:00",1467333,13.7000
Andorra,77265,"2021-02-17 00:00:00",10583,13.7000
Andorra,77265,"2021-02-16 00:00:00",10555,13.6600
Montenegro,628062,"2021-03-18 00:00:00",85774,13.6600
"San Marino",33938,"2021-03-29 00:00:00",4631,13.6500
Andorra,77265,"2021-02-15 00:00:00",10538,13.6400
Czechia,10708982,"2021-03-20 00:00:00",1459406,13.6300
Andorra,77265,"2021-02-14 00:00:00",10503,13.5900
Montenegro,628062,"2021-03-17 00:00:00",85253,13.5700
"San Marino",33938,"2021-03-27 00:00:00",4603,13.5600
"San Marino",33938,"2021-03-28 00:00:00",4603,13.5600
Andorra,77265,"2021-02-13 00:00:00",10463,13.5400
Czechia,10708982,"2021-03-19 00:00:00",1449696,13.5400
Andorra,77265,"2021-02-12 00:00:00",10427,13.5000
Montenegro,628062,"2021-03-16 00:00:00",84700,13.4900
Andorra,77265,"2021-02-11 00:00:00",10391,13.4500
Czechia,10708982,"2021-03-18 00:00:00",1439019,13.4400
Andorra,77265,"2021-02-10 00:00:00",10352,13.4000
Montenegro,628062,"2021-03-15 00:00:00",84163,13.4000
"San Marino",33938,"2021-03-26 00:00:00",4547,13.4000
Andorra,77265,"2021-02-09 00:00:00",10312,13.3500
Czechia,10708982,"2021-03-17 00:00:00",1426991,13.3300
Montenegro,628062,"2021-03-14 00:00:00",83693,13.3300
Andorra,77265,"2021-02-08 00:00:00",10275,13.3000
Andorra,77265,"2021-02-07 00:00:00",10251,13.2700
Montenegro,628062,"2021-03-13 00:00:00",83165,13.2400
"San Marino",33938,"2021-03-24 00:00:00",4484,13.2100
"San Marino",33938,"2021-03-25 00:00:00",4484,13.2100
Andorra,77265,"2021-02-06 00:00:00",10206,13.2100
Czechia,10708982,"2021-03-16 00:00:00",1412962,13.1900
Andorra,77265,"2021-02-05 00:00:00",10172,13.1700
Montenegro,628062,"2021-03-12 00:00:00",82610,13.1500
Andorra,77265,"2021-02-04 00:00:00",10137,13.1200
Czechia,10708982,"2021-03-15 00:00:00",1402420,13.1000
Czechia,10708982,"2021-03-14 00:00:00",1399078,13.0600
Montenegro,628062,"2021-03-11 00:00:00",82029,13.0600
"San Marino",33938,"2021-03-23 00:00:00",4432,13.0600
Andorra,77265,"2021-02-03 00:00:00",10070,13.0300
Czechia,10708982,"2021-03-13 00:00:00",1392108,13.0000
Montenegro,628062,"2021-03-10 00:00:00",81457,12.9700
Andorra,77265,"2021-02-02 00:00:00",10017,12.9600
"San Marino",33938,"2021-03-22 00:00:00",4388,12.9300
Andorra,77265,"2021-02-01 00:00:00",9972,12.9100
Montenegro,628062,"2021-03-09 00:00:00",80803,12.8700
Andorra,77265,"2021-01-31 00:00:00",9937,12.8600
Czechia,10708982,"2021-03-12 00:00:00",1376998,12.8600
"San Marino",33938,"2021-03-20 00:00:00",4356,12.8400
"San Marino",33938,"2021-03-21 00:00:00",4356,12.8400
Andorra,77265,"2021-01-30 00:00:00",9885,12.7900
Montenegro,628062,"2021-03-08 00:00:00",80191,12.7700
"San Marino",33938,"2021-03-19 00:00:00",4328,12.7500
Czechia,10708982,"2021-03-11 00:00:00",1365724,12.7500
Andorra,77265,"2021-01-29 00:00:00",9837,12.7300
Montenegro,628062,"2021-03-07 00:00:00",79774,12.7000
Andorra,77265,"2021-01-28 00:00:00",9779,12.6600
"San Marino",33938,"2021-03-18 00:00:00",4292,12.6500
Montenegro,628062,"2021-03-06 00:00:00",79237,12.6200
Czechia,10708982,"2021-03-10 00:00:00",1351195,12.6200
Andorra,77265,"2021-01-27 00:00:00",9716,12.5700
"San Marino",33938,"2021-03-17 00:00:00",4249,12.5200
Montenegro,628062,"2021-03-05 00:00:00",78634,12.5200
Andorra,77265,"2021-01-26 00:00:00",9638,12.4700
Czechia,10708982,"2021-03-09 00:00:00",1335815,12.4700
Montenegro,628062,"2021-03-04 00:00:00",78060,12.4300
Andorra,77265,"2021-01-25 00:00:00",9596,12.4200
"San Marino",33938,"2021-03-16 00:00:00",4204,12.3900
Czechia,10708982,"2021-03-08 00:00:00",1325291,12.3800
Andorra,77265,"2021-01-24 00:00:00",9549,12.3600
Czechia,10708982,"2021-03-07 00:00:00",1321331,12.3400
Montenegro,628062,"2021-03-03 00:00:00",77493,12.3400
Andorra,77265,"2021-01-23 00:00:00",9499,12.2900
Czechia,10708982,"2021-03-06 00:00:00",1312164,12.2500
Montenegro,628062,"2021-03-02 00:00:00",76868,12.2400
"San Marino",33938,"2021-03-15 00:00:00",4151,12.2300
Andorra,77265,"2021-01-22 00:00:00",9416,12.1900
"San Marino",33938,"2021-03-13 00:00:00",4126,12.1600
"San Marino",33938,"2021-03-14 00:00:00",4126,12.1600
Montenegro,628062,"2021-03-01 00:00:00",76283,12.1500
Andorra,77265,"2021-01-21 00:00:00",9379,12.1400
Czechia,10708982,"2021-03-05 00:00:00",1299002,12.1300
Montenegro,628062,"2021-02-28 00:00:00",75834,12.0700
"San Marino",33938,"2021-03-12 00:00:00",4096,12.0700
Andorra,77265,"2021-01-20 00:00:00",9308,12.0500
Czechia,10708982,"2021-03-04 00:00:00",1284288,11.9900
Montenegro,628062,"2021-02-27 00:00:00",75332,11.9900
"San Marino",33938,"2021-03-11 00:00:00",4062,11.9700
Montenegro,628062,"2021-02-26 00:00:00",74789,11.9100
Andorra,77265,"2021-01-19 00:00:00",9194,11.9000
"San Marino",33938,"2021-03-10 00:00:00",4030,11.8700
Czechia,10708982,"2021-03-03 00:00:00",1269058,11.8500
Montenegro,628062,"2021-02-25 00:00:00",74183,11.8100
Andorra,77265,"2021-01-17 00:00:00",9083,11.7600
Andorra,77265,"2021-01-18 00:00:00",9083,11.7600
"San Marino",33938,"2021-03-09 00:00:00",3984,11.7400
Montenegro,628062,"2021-02-24 00:00:00",73612,11.7200
Andorra,77265,"2021-01-16 00:00:00",9038,11.7000
Czechia,10708982,"2021-03-02 00:00:00",1252242,11.6900
Montenegro,628062,"2021-02-23 00:00:00",72969,11.6200
"San Marino",33938,"2021-03-08 00:00:00",3935,11.5900
Czechia,10708982,"2021-03-01 00:00:00",1240051,11.5800
Andorra,77265,"2021-01-15 00:00:00",8946,11.5800
"San Marino",33938,"2021-03-06 00:00:00",3922,11.5600
"San Marino",33938,"2021-03-07 00:00:00",3922,11.5600
Slovenia,2078932,"2021-04-30 00:00:00",240292,11.5600
Czechia,10708982,"2021-02-28 00:00:00",1235480,11.5400
Montenegro,628062,"2021-02-22 00:00:00",72395,11.5300
Slovenia,2078932,"2021-04-29 00:00:00",239339,11.5100
"San Marino",33938,"2021-03-05 00:00:00",3896,11.4800
Andorra,77265,"2021-01-14 00:00:00",8868,11.4800
Slovenia,2078932,"2021-04-28 00:00:00",238421,11.4700
Montenegro,628062,"2021-02-21 00:00:00",71995,11.4600
Czechia,10708982,"2021-02-27 00:00:00",1227595,11.4600
Slovenia,2078932,"2021-04-27 00:00:00",238023,11.4500
Slovenia,2078932,"2021-04-26 00:00:00",237219,11.4100
Andorra,77265,"2021-01-13 00:00:00",8818,11.4100
Slovenia,2078932,"2021-04-25 00:00:00",237028,11.4000
Montenegro,628062,"2021-02-20 00:00:00",71593,11.4000
"San Marino",33938,"2021-03-04 00:00:00",3867,11.3900
Slovenia,2078932,"2021-04-24 00:00:00",236613,11.3800
Slovenia,2078932,"2021-04-23 00:00:00",235711,11.3400
Czechia,10708982,"2021-02-26 00:00:00",1212780,11.3200
Montenegro,628062,"2021-02-19 00:00:00",71112,11.3200
Slovenia,2078932,"2021-04-22 00:00:00",234811,11.2900
"San Marino",33938,"2021-03-03 00:00:00",3829,11.2800
Slovenia,2078932,"2021-04-21 00:00:00",234067,11.2600
Montenegro,628062,"2021-02-18 00:00:00",70658,11.2500
Andorra,77265,"2021-01-12 00:00:00",8682,11.2400
Slovenia,2078932,"2021-04-20 00:00:00",233031,11.2100
Czechia,10708982,"2021-02-25 00:00:00",1198168,11.1900
Slovenia,2078932,"2021-04-19 00:00:00",232311,11.1700
"San Marino",33938,"2021-03-02 00:00:00",3791,11.1700
Montenegro,628062,"2021-02-17 00:00:00",70174,11.1700
Slovenia,2078932,"2021-04-18 00:00:00",232071,11.1600
Slovenia,2078932,"2021-04-17 00:00:00",231593,11.1400
Andorra,77265,"2021-01-09 00:00:00",8586,11.1100
Andorra,77265,"2021-01-10 00:00:00",8586,11.1100
Andorra,77265,"2021-01-11 00:00:00",8586,11.1100
Montenegro,628062,"2021-02-16 00:00:00",69770,11.1100
Slovenia,2078932,"2021-04-16 00:00:00",230826,11.1000
Slovenia,2078932,"2021-04-15 00:00:00",229967,11.0600
Czechia,10708982,"2021-02-24 00:00:00",1184352,11.0600
"San Marino",33938,"2021-03-01 00:00:00",3746,11.0400
Montenegro,628062,"2021-02-15 00:00:00",69294,11.0300
Slovenia,2078932,"2021-04-14 00:00:00",229076,11.0200
Andorra,77265,"2021-01-08 00:00:00",8489,10.9900
Montenegro,628062,"2021-02-14 00:00:00",68921,10.9700
Slovenia,2078932,"2021-04-13 00:00:00",227836,10.9600
"San Marino",33938,"2021-02-27 00:00:00",3716,10.9500
"San Marino",33938,"2021-02-28 00:00:00",3716,10.9500
Slovenia,2078932,"2021-04-12 00:00:00",226786,10.9100
Czechia,10708982,"2021-02-23 00:00:00",1168491,10.9100
Montenegro,628062,"2021-02-13 00:00:00",68476,10.9000
Slovenia,2078932,"2021-04-11 00:00:00",226499,10.8900
Slovenia,2078932,"2021-04-10 00:00:00",225950,10.8700
Montenegro,628062,"2021-02-12 00:00:00",68004,10.8300
"San Marino",33938,"2021-02-26 00:00:00",3671,10.8200
Slovenia,2078932,"2021-04-09 00:00:00",224699,10.8100
Czechia,10708982,"2021-02-22 00:00:00",1157180,10.8100
Andorra,77265,"2021-01-06 00:00:00",8348,10.8000
Andorra,77265,"2021-01-07 00:00:00",8348,10.8000
Czechia,10708982,"2021-02-21 00:00:00",1153159,10.7700
Andorra,77265,"2021-01-05 00:00:00",8308,10.7500
Slovenia,2078932,"2021-04-08 00:00:00",223416,10.7500
Montenegro,628062,"2021-02-11 00:00:00",67441,10.7400
Luxembourg,625976,"2021-04-30 00:00:00",67205,10.7400
Luxembourg,625976,"2021-04-29 00:00:00",67045,10.7100
Czechia,10708982,"2021-02-20 00:00:00",1146321,10.7000
Andorra,77265,"2021-01-04 00:00:00",8249,10.6800
Luxembourg,625976,"2021-04-28 00:00:00",66826,10.6800
Slovenia,2078932,"2021-04-07 00:00:00",221890,10.6700
"San Marino",33938,"2021-02-25 00:00:00",3621,10.6700
Luxembourg,625976,"2021-04-27 00:00:00",66594,10.6400
Montenegro,628062,"2021-02-10 00:00:00",66857,10.6400
Slovenia,2078932,"2021-04-06 00:00:00",220698,10.6200
Slovenia,2078932,"2021-04-05 00:00:00",220425,10.6000
Luxembourg,625976,"2021-04-26 00:00:00",66374,10.6000
Andorra,77265,"2021-01-03 00:00:00",8192,10.6000
Czechia,10708982,"2021-02-19 00:00:00",1134957,10.6000
Slovenia,2078932,"2021-04-04 00:00:00",220141,10.5900
Andorra,77265,"2021-01-02 00:00:00",8166,10.5700
"San Marino",33938,"2021-02-24 00:00:00",3585,10.5600
Slovenia,2078932,"2021-04-03 00:00:00",219420,10.5500
Montenegro,628062,"2021-02-09 00:00:00",66234,10.5500
Luxembourg,625976,"2021-04-23 00:00:00",66007,10.5400
Luxembourg,625976,"2021-04-24 00:00:00",66007,10.5400
Luxembourg,625976,"2021-04-25 00:00:00",66007,10.5400
Luxembourg,625976,"2021-04-22 00:00:00",65813,10.5100
Andorra,77265,"2021-01-01 00:00:00",8117,10.5100
Czechia,10708982,"2021-02-18 00:00:00",1123252,10.4900
Slovenia,2078932,"2021-04-02 00:00:00",218114,10.4900
Luxembourg,625976,"2021-04-21 00:00:00",65604,10.4800
Montenegro,628062,"2021-02-08 00:00:00",65657,10.4500
Slovenia,2078932,"2021-04-01 00:00:00",216939,10.4400
Luxembourg,625976,"2021-04-20 00:00:00",65319,10.4300
"San Marino",33938,"2021-02-23 00:00:00",3538,10.4200
Andorra,77265,"2020-12-31 00:00:00",8049,10.4200
Luxembourg,625976,"2021-04-19 00:00:00",65144,10.4100
Bahrain,1701583,"2021-04-30 00:00:00",176934,10.4000
Czechia,10708982,"2021-02-17 00:00:00",1112322,10.3900
Montenegro,628062,"2021-02-07 00:00:00",65227,10.3900
Slovenia,2078932,"2021-03-31 00:00:00",215602,10.3700
Luxembourg,625976,"2021-04-16 00:00:00",64746,10.3400
Luxembourg,625976,"2021-04-17 00:00:00",64746,10.3400
Luxembourg,625976,"2021-04-18 00:00:00",64746,10.3400
Bahrain,1701583,"2021-04-29 00:00:00",175752,10.3300
Andorra,77265,"2020-12-30 00:00:00",7983,10.3300
Luxembourg,625976,"2021-04-15 00:00:00",64549,10.3100
Montenegro,628062,"2021-02-06 00:00:00",64739,10.3100
Slovenia,2078932,"2021-03-30 00:00:00",214045,10.3000
"San Marino",33938,"2021-02-22 00:00:00",3494,10.3000
Luxembourg,625976,"2021-04-14 00:00:00",64334,10.2800
Czechia,10708982,"2021-02-16 00:00:00",1099654,10.2700
Bahrain,1701583,"2021-04-28 00:00:00",174659,10.2600
Andorra,77265,"2020-12-29 00:00:00",7919,10.2500
Slovenia,2078932,"2021-03-29 00:00:00",212966,10.2400
Slovenia,2078932,"2021-03-28 00:00:00",212678,10.2300
"San Marino",33938,"2021-02-20 00:00:00",3472,10.2300
"San Marino",33938,"2021-02-21 00:00:00",3472,10.2300
Luxembourg,625976,"2021-04-13 00:00:00",64062,10.2300
Montenegro,628062,"2021-02-05 00:00:00",64168,10.2200
Luxembourg,625976,"2021-04-12 00:00:00",63880,10.2000
Slovenia,2078932,"2021-03-27 00:00:00",212040,10.2000
Bahrain,1701583,"2021-04-27 00:00:00",173548,10.2000
Andorra,77265,"2020-12-28 00:00:00",7875,10.1900
Czechia,10708982,"2021-02-15 00:00:00",1090860,10.1900
Czechia,10708982,"2021-02-14 00:00:00",1088009,10.1600
Bahrain,1701583,"2021-04-26 00:00:00",172576,10.1400
Luxembourg,625976,"2021-04-09 00:00:00",63467,10.1400
Luxembourg,625976,"2021-04-10 00:00:00",63467,10.1400
Luxembourg,625976,"2021-04-11 00:00:00",63467,10.1400
Slovenia,2078932,"2021-03-26 00:00:00",210785,10.1400
"San Marino",33938,"2021-02-19 00:00:00",3440,10.1400
Serbia,6804596,"2021-04-30 00:00:00",689557,10.1300
Montenegro,628062,"2021-02-04 00:00:00",63633,10.1300
Andorra,77265,"2020-12-27 00:00:00",7821,10.1200
Czechia,10708982,"2021-02-13 00:00:00",1082849,10.1100
Serbia,6804596,"2021-04-29 00:00:00",687944,10.1100
Andorra,77265,"2020-12-26 00:00:00",7806,10.1000
Luxembourg,625976,"2021-04-08 00:00:00",63180,10.0900
Slovenia,2078932,"2021-03-25 00:00:00",209753,10.0900
Serbia,6804596,"2021-04-28 00:00:00",685937,10.0800
"San Marino",33938,"2021-02-18 00:00:00",3420,10.0800
Bahrain,1701583,"2021-04-25 00:00:00",171370,10.0700
Serbia,6804596,"2021-04-27 00:00:00",683799,10.0500
Montenegro,628062,"2021-02-03 00:00:00",63118,10.0500
Andorra,77265,"2020-12-25 00:00:00",7756,10.0400
Czechia,10708982,"2021-02-12 00:00:00",1073966,10.0300
Luxembourg,625976,"2021-04-07 00:00:00",62793,10.0300
Slovenia,2078932,"2021-03-24 00:00:00",208588,10.0300
Serbia,6804596,"2021-04-26 00:00:00",681654,10.0200
Bahrain,1701583,"2021-04-24 00:00:00",170335,10.0100
"San Marino",33938,"2021-02-17 00:00:00",3394,10.0000
Luxembourg,625976,"2021-04-06 00:00:00",62625,10.0000
Serbia,6804596,"2021-04-25 00:00:00",679667,9.9900
Slovenia,2078932,"2021-03-23 00:00:00",207298,9.9700
Serbia,6804596,"2021-04-24 00:00:00",677972,9.9600
Andorra,77265,"2020-12-24 00:00:00",7699,9.9600
Bahrain,1701583,"2021-04-23 00:00:00",169254,9.9500
Montenegro,628062,"2021-02-02 00:00:00",62476,9.9500
Czechia,10708982,"2021-02-11 00:00:00",1064952,9.9400
Andorra,77265,"2020-12-23 00:00:00",7669,9.9300
Serbia,6804596,"2021-04-23 00:00:00",675904,9.9300
